,price,address,neighborhood,city,region,bedrooms,bathrooms,area,propType
878,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
879,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
880,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
881,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
882,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
883,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
884,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
885,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
886,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
887,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
888,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
889,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
890,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
891,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
892,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
893,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
894,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
895,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
896,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
897,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
898,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
899,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
900,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
901,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
902,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
903,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
904,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
905,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
906,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
907,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
908,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
909,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
910,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
911,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
912,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
913,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
914,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
915,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
916,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
917,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
918,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
919,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
920,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
921,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
922,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
923,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
924,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
925,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
926,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
927,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
928,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
929,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
930,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
931,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
932,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
933,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
934,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
935,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
936,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
937,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
938,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
939,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
940,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
941,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
942,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
943,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
944,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
945,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
946,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
947,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
948,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
949,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
950,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
951,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
952,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
953,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
954,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
955,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
956,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
957,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
958,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
959,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
960,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
961,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
962,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
963,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
964,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
965,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
966,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
967,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
968,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
969,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
970,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
971,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
972,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
973,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
974,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
975,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
976,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
977,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
978,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
979,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
980,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
981,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
982,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
983,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
984,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
985,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
986,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
987,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,400,Apt/Condo
988,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
989,"1,850",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
990,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,565,Apt/Condo
991,"1,500",1216 Homer Street,Yaletown,Vancouver,Greater Vancouver,0,1,398,Apt/Condo
992,"2,300",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
993,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,462,Apt/Condo
994,"2,000",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,406,Apt/Condo
995,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,2,865,Apt/Condo
996,"2,650",1170 Barclay Street,West End,Vancouver,Greater Vancouver,1,1,616,Apt/Condo
997,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
998,"1,900",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,422,Apt/Condo
999,"2,050",1170 Barclay Street,West End,Vancouver,Greater Vancouver,0,1,415,Apt/Condo
1000,"3,500",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
1001,"3,400",1170 Barclay Street,West End,Vancouver,Greater Vancouver,2,2,805,Apt/Condo
1002,"1,350",1517 Comox Street,West End,Vancouver,Greater Vancouver,0,1,187,Apt/Condo
1003,800,406 Union Street,Strathcona,Vancouver,Greater Vancouver,0,130 sf,130,House
1004,"2,850","610 Granville St, Vancouver, Bc",Downtown West,Vancouver,Greater Vancouver,1,1,650,Apt/Condo
1005,"1,850",1146 Harwood Street,West End,Vancouver,Greater Vancouver,1,1,497,Apt/Condo
1006,"5,000",79 Desswood Place,Glenmore,West Vancouver,Greater Vancouver,4,3,2300,House
1007,"14,000",4481 Keith Road,Caulfeild,West Vancouver,Greater Vancouver,6,6,7844,House
1008,"6,895",1327 Bellevue Avenue,Ambleside,West Vancouver,Greater Vancouver,2,3,1386,Apt/Condo
1009,"1,900",5495 Greenleaf Road,Eagle Harbour,West Vancouver,Greater Vancouver,2,1,933,House
1010,"50,000",2929 Mathers Avenue,Altamont,West Vancouver,Greater Vancouver,8,1,16245,House
1011,"2,550",1417 Gordon Avenue,Ambleside,West Vancouver,Greater Vancouver,2,2,1163,House
1012,"8,000",4882 Vista Place,Caulfeild,West Vancouver,Greater Vancouver,4,5,3826,House
1013,"8,500",5797 Marine Drive,Eagleridge,West Vancouver,Greater Vancouver,5,5,4043,House
1014,"14,000",3691 Sunset Lane,West Bay,West Vancouver,Greater Vancouver,4,6,4823,House
1015,"15,000",2382 Westhill Drive,Westhill,West Vancouver,Greater Vancouver,5,5,6152,House
1016,"5,450",1470 Nelson Avenue,Ambleside,West Vancouver,Greater Vancouver,3,4,2455,House
1017,"2,995",2020 Bellevue Avenue,Ambleside,West Vancouver,Greater Vancouver,2,2,1050,Apt/Condo
1018,"6,000",4**1 Woodburn Road,Cypress Park Estates,West Vancouver,Greater Vancouver,5,4,5530,House
1019,"2,300",2575 Marine Drive,Dundarave,West Vancouver,Greater Vancouver,2,1,1200,House
1020,"35,000",Park Lane,Altamont,West Vancouver,Greater Vancouver,4,4,3500,House
1021,"1,550",866 Craigflower St.,Kinsmen Park,Esquimalt,Greater Victoria,1,1,0,Apt/Condo
1022,"1,550",866 Craigflower St.,Kinsmen Park,Esquimalt,Greater Victoria,2,1,0,Apt/Condo
1023,"1,500",625 Fernhill Rd,Rockheights,Esquimalt,Greater Victoria,1,1,0,Apt/Condo
1024,"1,325",611 Admirals Road,Rockheights,Esquimalt,Greater Victoria,1,1,700,Apt/Condo
1025,"2,200",924 Esquimalt Road,Old Esquimalt,Esquimalt,Greater Victoria,2,1,754,Apt/Condo
1026,"1,690",837 Ellery Street,Old Esquimalt,Esquimalt,Greater Victoria,2,1,,Apt/Condo
1027,"1,995",665 Redington Avenue,Thetis Heights,Langford,Greater Victoria,2,2,982,Apt/Condo
1028,"1,911",1701 Cedar Hill Cross Road,Mt Tolmie,Saanich,Greater Victoria,1,1,917,Apt/Condo
1029,"2,259",1701 Cedar Hill Cross Road,Mt Tolmie,Saanich,Greater Victoria,2,1,1042,Apt/Condo
1030,"1,651",1701 Cedar Hill Cross Road,Mt Tolmie,Saanich,Greater Victoria,1,1,741,Apt/Condo
1031,"1,375",1631 McKenzie Avenue,Mt Tolmie,Saanich,Greater Victoria,1,1,,Apt/Condo
1032,"1,395",2925 Qu'Appelle Street,Gorge,Saanich,Greater Victoria,1,1,,Apt/Condo
1033,"1,350",1530 Church Avenue,Cedar Hill,Saanich,Greater Victoria,1,1,,Apt/Condo
1034,"1,865",71 Gorge Road West,Gorge,Saanich,Greater Victoria,2,2,1000,Apt/Condo
1035,"1,200",2215 James White Blvd,Sidney Town,Sidney,Greater Victoria,1,1,0,Apt/Condo
1036,"1,600",2211 James White Boulevard,Sidney Northeast,Sidney,Greater Victoria,1,1,,Apt/Condo
1037,"1,225",118 Menzies Street,James Bay,Victoria,Greater Victoria,0,1,400,Apt/Condo
1038,"1,800",725 Yates Street,Downtown,Victoria,Greater Victoria,2,1,600,Apt/Condo
1039,"1,350",1300 Yates Street,Downtown,Victoria,Greater Victoria,1,1,0,Apt/Condo
1040,"1,600",118 Menzies Street,James Bay,Victoria,Greater Victoria,2,1,750,Apt/Condo
1041,"1,595",1300 Yates Street,Downtown,Victoria,Greater Victoria,1,1,0,Apt/Condo
1042,"1,295",1345 Pandora Ave.,Downtown,Victoria,Greater Victoria,1,1,685,Apt/Condo
1043,"1,850",1345 Pandora Ave.,Downtown,Victoria,Greater Victoria,2,1,975,Apt/Condo
1044,"1,450",950 Rockland Ave.,Downtown,Victoria,Greater Victoria,1,1,550,Apt/Condo
1045,"1,650",725 Yates Street,Downtown,Victoria,Greater Victoria,1,1,525,Apt/Condo
1046,"1,295",1300 Yates Street,Downtown,Victoria,Greater Victoria,0,1,0,Apt/Condo
1047,"1,295",345 Quebec Street,James Bay,Victoria,Greater Victoria,0,1,302,Apt/Condo
1048,"1,315",1655 Chambers Street,Fernwood,Victoria,Greater Victoria,1,1,0,Apt/Condo
1049,"1,600",133 Gorge Rd East,Burnside,Victoria,Greater Victoria,1,1,0,Apt/Condo
1050,"1,700",133 Gorge Rd East,Burnside,Victoria,Greater Victoria,2,1,0,Apt/Condo
1051,"3,495",345 Quebec Street,James Bay,Victoria,Greater Victoria,2,2,1125,Apt/Condo
1052,"1,695",345 Quebec Street,James Bay,Victoria,Greater Victoria,0,1,315,Apt/Condo
1053,"1,525",345 Quebec Street,James Bay,Victoria,Greater Victoria,1,1,471,Apt/Condo
1054,"1,395",1025 Linden Avenue,Rockland,Victoria,Greater Victoria,1,1,615,Apt/Condo
1055,"1,350",345 Michigan Street,James Bay,Victoria,Greater Victoria,2,1,700,Apt/Condo
1056,"1,750",2330 Richmond Road,Jubilee,Victoria,Greater Victoria,1,1,,Apt/Condo
1057,"1,425",1670 Fort Street,Fernwood,Victoria,Greater Victoria,1,1,,Apt/Condo
1058,"1,675",566 Simcoe Street,James Bay,Victoria,Greater Victoria,2,1,,Apt/Condo
1059,"1,350",566 Simcoe Street,James Bay,Victoria,Greater Victoria,1,1,,Apt/Condo
1060,"1,495",2797 Cedar Hill Road,Oaklands,Victoria,Greater Victoria,1,1,,Apt/Condo
1061,"1,375",1537 Belcher Avenue,Downtown,Victoria,Greater Victoria,1,1,,Apt/Condo
1062,"1,425",1537 Belcher Avenue,Downtown,Victoria,Greater Victoria,1,1,,Apt/Condo
1063,"1,350",566 Simcoe Street,James Bay,Victoria,Greater Victoria,1,1,,Apt/Condo
1064,"1,695",1670 Fort Street,Fernwood,Victoria,Greater Victoria,2,1,,Apt/Condo
1065,"1,450",1670 Fort Street,Fernwood,Victoria,Greater Victoria,1,1,,Apt/Condo
1066,"1,395",1670 Fort Street,Fernwood,Victoria,Greater Victoria,1,1,,Apt/Condo
1067,"1,395",1050 Richardson Street,Downtown,Victoria,Greater Victoria,1,1,650,Apt/Condo
1068,"1,485",2 Watkiss Way,Hospital,View Royal,Greater Victoria,0,1,645,Apt/Condo
1069,"1,825",4 Watkiss Way,Hospital,View Royal,Greater Victoria,2,1,1046,Apt/Condo
1070,"2,450",4 Watkiss Way,Hospital,View Royal,Greater Victoria,2,2,1046,Apt/Condo
1071,"1,750",3037 Craigowan Road,Glentana,View Royal,Greater Victoria,2,1,,Apt/Condo
1072,500,1160/1580 Shuswap Avenue,"1160/1580 Shuswap Avenue
",Lumby,North Okanagan,0,,,Land/Lot
1073,"1,250,000",47-2 Head Of The Lake Road,"47-2 Head Of The Lake Road
",Vernon,North Okanagan,0,,,Land/Lot
1074,"1,000,000",17 Head Of The Lake Road,"17 Head Of The Lake Road
",Vernon,North Okanagan,0,,,Land/Lot
1075,"1,100",550 South Island Highway,Campbell River Central,Campbell River,Northern Vancouver Island,1,1,0,Apt/Condo
1076,"1,750",280 Cypress St,Brechin Hill,Nanaimo,Northern Vancouver Island,3,2,950,Apt/Condo
1077,"1,350",2550 Departure Bay Road,Departure Bay,Nanaimo,Northern Vancouver Island,1,1,0,Apt/Condo
1078,"1,250",312 Mount Benson,Central Nanaimo,Nanaimo,Northern Vancouver Island,1,1,,Apt/Condo
1079,"1,450",312 Mount Benson,Central Nanaimo,Nanaimo,Northern Vancouver Island,2,1,,Apt/Condo
1080,"1,450",2550 Departure Bay Road,Departure Bay,Nanaimo,Northern Vancouver Island,2,1,0,Apt/Condo
1081,"1,550",2550 Departure Bay Road,Departure Bay,Nanaimo,Northern Vancouver Island,2,1,0,Apt/Condo
1082,"1,698",270 Dunbar Way,"270 Dunbar Way
",Parksville,Northern Vancouver Island,2,2,927,Apt/Condo
1083,"1,828",185 Kinney Avenue,"185 Kinney Avenue
",Penticton,Okanagan Similkameen,3,2,1031,Apt/Condo
1084,"1,568",151 Duncan Ave West,"151 Duncan Ave West
",Penticton,Okanagan Similkameen,2,1,821,Apt/Condo
1085,"1,688",185 Kinney Avenue,"185 Kinney Avenue
",Penticton,Okanagan Similkameen,2,2,932,Apt/Condo
1086,"1,428",185 Kinney Avenue,"185 Kinney Avenue
",Penticton,Okanagan Similkameen,1,1,634,Apt/Condo
1087,"1,658",151 Duncan Ave West,"151 Duncan Ave West
",Penticton,Okanagan Similkameen,2,2,932,Apt/Condo
1088,"1,728",12809 Kelly Ave,"12809 Kelly Ave
",Summerland,Okanagan Similkameen,2,2,908,Apt/Condo
1089,"1,190",945 Victoria Street West,West End,Kamloops,Thompson Nicola,0,1,468,Apt/Condo
1090,"2,020",945 Victoria Street West,West End,Kamloops,Thompson Nicola,2,2,1095,Apt/Condo
1091,950,559 Nicola Street,Downtown,Kamloops,Thompson Nicola,0,1,424,Apt/Condo
1092,"1,450",559 Nicola Street,Downtown,Kamloops,Thompson Nicola,2,1,0,Apt/Condo
1093,"1,150",559 Nicola Street,Downtown,Kamloops,Thompson Nicola,1,1,620,Apt/Condo
1094,"1,768",3201 Valleyview Drive,Valleyview,Kamloops,Thompson Nicola,3,2,1031,Apt/Condo
1095,"1,700",196 Yew St,North Kamloops,Kamloops,Thompson Nicola,2,1,0,Apt/Condo
1096,"1,550",196 Yew St,North Kamloops,Kamloops,Thompson Nicola,1,1,0,Apt/Condo
1097,"1,428",3201 Valleyview Drive,Valleyview,Kamloops,Thompson Nicola,1,1,624,Apt/Condo
1098,"1,700",627 Lilac Ave,North Kamloops,Kamloops,Thompson Nicola,3,2,0,Townhouse
1099,"1,450",627 Lilac Ave,North Kamloops,Kamloops,Thompson Nicola,2,1,0,Townhouse
1100,"1,800",766 Tranquille Road,North Kamloops,Kamloops,Thompson Nicola,2,2,850,Apt/Condo
1101,"3,800",1 2243 Sapporo Drive,Whistler Creek,Whistler,"Whistler, Pemberton and Squamish",1,1,415,House
